"","WaterYear","Month","ResID","ResName","ResNameAbbrev","FieldID","FieldName","FieldUnits","MonthlyValue","Year","Date"
"53",1936,9,921,"Lake Mead","Mead",42,"Total Release","cfs",281415,1936,1936-09-01
"54",1936,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5581785128,1936,1936-09-01
"55",1936,10,921,"Lake Mead","Mead",42,"Total Release","cfs",309009,1935,1935-10-01
"56",1936,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6129104131,1935,1935-10-01
"57",1936,11,921,"Lake Mead","Mead",42,"Total Release","cfs",289995,1935,1935-11-01
"58",1936,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5751966945,1935,1935-11-01
"59",1936,12,921,"Lake Mead","Mead",42,"Total Release","cfs",149425,1935,1935-12-01
"60",1936,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.29638016531,1935,1935-12-01
"61",1937,1,921,"Lake Mead","Mead",42,"Total Release","cfs",148409,1937,1937-01-01
"62",1937,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.29436495864,1937,1937-01-01
"63",1937,2,921,"Lake Mead","Mead",42,"Total Release","cfs",154620,1937,1937-02-01
"64",1937,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.30668429764,1937,1937-02-01
"65",1937,3,921,"Lake Mead","Mead",42,"Total Release","cfs",262445,1937,1937-03-01
"66",1937,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5205520663,1937,1937-03-01
"67",1937,4,921,"Lake Mead","Mead",42,"Total Release","cfs",282537,1937,1937-04-01
"68",1937,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5604039669,1937,1937-04-01
"69",1937,5,921,"Lake Mead","Mead",42,"Total Release","cfs",277751,1937,1937-05-01
"70",1937,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5509110747,1937,1937-05-01
"71",1937,6,921,"Lake Mead","Mead",42,"Total Release","cfs",291260,1937,1937-06-01
"72",1937,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5777057851,1937,1937-06-01
"73",1937,7,921,"Lake Mead","Mead",42,"Total Release","cfs",337780,1937,1937-07-01
"74",1937,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6699768595,1937,1937-07-01
"75",1937,8,921,"Lake Mead","Mead",42,"Total Release","cfs",333750,1937,1937-08-01
"76",1937,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6619834711,1937,1937-08-01
"77",1937,9,921,"Lake Mead","Mead",42,"Total Release","cfs",282890,1937,1937-09-01
"78",1937,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5611041323,1937,1937-09-01
"79",1937,10,921,"Lake Mead","Mead",42,"Total Release","cfs",226205,1936,1936-10-01
"80",1937,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.4486710744,1936,1936-10-01
"81",1937,11,921,"Lake Mead","Mead",42,"Total Release","cfs",179060,1936,1936-11-01
"82",1937,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.35516033041,1936,1936-11-01
"83",1937,12,921,"Lake Mead","Mead",42,"Total Release","cfs",154885,1936,1936-12-01
"84",1937,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.30720991733,1936,1936-12-01
"85",1938,1,921,"Lake Mead","Mead",42,"Total Release","cfs",199070,1938,1938-01-01
"86",1938,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.394849587,1938,1938-01-01
"87",1938,2,921,"Lake Mead","Mead",42,"Total Release","cfs",185205,1938,1938-02-01
"88",1938,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.3673487603,1938,1938-02-01
"89",1938,3,921,"Lake Mead","Mead",42,"Total Release","cfs",242505,1938,1938-03-01
"90",1938,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.4810016529,1938,1938-03-01
"91",1938,4,921,"Lake Mead","Mead",42,"Total Release","cfs",298305,1938,1938-04-01
"92",1938,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.591679339,1938,1938-04-01
"93",1938,5,921,"Lake Mead","Mead",42,"Total Release","cfs",284020,1938,1938-05-01
"94",1938,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5633454547,1938,1938-05-01
"95",1938,6,921,"Lake Mead","Mead",42,"Total Release","cfs",321275,1938,1938-06-01
"96",1938,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6372396696,1938,1938-06-01
"97",1938,7,921,"Lake Mead","Mead",42,"Total Release","cfs",349990,1938,1938-07-01
"98",1938,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6941950414,1938,1938-07-01
"99",1938,8,921,"Lake Mead","Mead",42,"Total Release","cfs",323280,1938,1938-08-01
"100",1938,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6412165291,1938,1938-08-01
"101",1938,9,921,"Lake Mead","Mead",42,"Total Release","cfs",282735,1938,1938-09-01
"102",1938,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5607966942,1938,1938-09-01
"103",1938,10,921,"Lake Mead","Mead",42,"Total Release","cfs",258185,1937,1937-10-01
"104",1938,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5121024795,1937,1937-10-01
"105",1938,11,921,"Lake Mead","Mead",42,"Total Release","cfs",207235,1937,1937-11-01
"106",1938,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.4110446283,1937,1937-11-01
"107",1938,12,921,"Lake Mead","Mead",42,"Total Release","cfs",201640,1937,1937-12-01
"108",1938,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.3999471077,1937,1937-12-01
"109",1939,1,921,"Lake Mead","Mead",42,"Total Release","cfs",397540,1939,1939-01-01
"110",1939,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.78850909104,1939,1939-01-01
"111",1939,2,921,"Lake Mead","Mead",42,"Total Release","cfs",657715,1939,1939-02-01
"112",1939,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.3045586778,1939,1939-02-01
"113",1939,3,921,"Lake Mead","Mead",42,"Total Release","cfs",319750,1939,1939-03-01
"114",1939,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.63421487612,1939,1939-03-01
"115",1939,4,921,"Lake Mead","Mead",42,"Total Release","cfs",328080,1939,1939-04-01
"116",1939,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6507371902,1939,1939-04-01
"117",1939,5,921,"Lake Mead","Mead",42,"Total Release","cfs",311860,1939,1939-05-01
"118",1939,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6185652895,1939,1939-05-01
"119",1939,6,921,"Lake Mead","Mead",42,"Total Release","cfs",332790,1939,1939-06-01
"120",1939,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6600793391,1939,1939-06-01
"121",1939,7,921,"Lake Mead","Mead",42,"Total Release","cfs",357340,1939,1939-07-01
"122",1939,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7087735538,1939,1939-07-01
"123",1939,8,921,"Lake Mead","Mead",42,"Total Release","cfs",364160,1939,1939-08-01
"124",1939,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7223008264,1939,1939-08-01
"125",1939,9,921,"Lake Mead","Mead",42,"Total Release","cfs",310620,1939,1939-09-01
"126",1939,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.616105785,1939,1939-09-01
"127",1939,10,921,"Lake Mead","Mead",42,"Total Release","cfs",397060,1938,1938-10-01
"128",1939,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7875570249,1938,1938-10-01
"129",1939,11,921,"Lake Mead","Mead",42,"Total Release","cfs",382470,1938,1938-11-01
"130",1939,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7586181817,1938,1938-11-01
"131",1939,12,921,"Lake Mead","Mead",42,"Total Release","cfs",205715,1938,1938-12-01
"132",1939,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.40802975189,1938,1938-12-01
"133",1940,1,921,"Lake Mead","Mead",42,"Total Release","cfs",344070,1940,1940-01-01
"134",1940,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6824528927,1940,1940-01-01
"135",1940,2,921,"Lake Mead","Mead",42,"Total Release","cfs",234140,1940,1940-02-01
"136",1940,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.4644099173,1940,1940-02-01
"137",1940,3,921,"Lake Mead","Mead",42,"Total Release","cfs",321270,1940,1940-03-01
"138",1940,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6372297523,1940,1940-03-01
"139",1940,4,921,"Lake Mead","Mead",42,"Total Release","cfs",314110,1940,1940-04-01
"140",1940,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6230280994,1940,1940-04-01
"141",1940,5,921,"Lake Mead","Mead",42,"Total Release","cfs",289570,1940,1940-05-01
"142",1940,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5743537197,1940,1940-05-01
"143",1940,6,921,"Lake Mead","Mead",42,"Total Release","cfs",292380,1940,1940-06-01
"144",1940,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5799272727,1940,1940-06-01
"145",1940,7,921,"Lake Mead","Mead",42,"Total Release","cfs",339020,1940,1940-07-01
"146",1940,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6724363637,1940,1940-07-01
"147",1940,8,921,"Lake Mead","Mead",42,"Total Release","cfs",342420,1940,1940-08-01
"148",1940,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6791801652,1940,1940-08-01
"149",1940,9,921,"Lake Mead","Mead",42,"Total Release","cfs",350310,1940,1940-09-01
"150",1940,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6948297525,1940,1940-09-01
"151",1940,10,921,"Lake Mead","Mead",42,"Total Release","cfs",350600,1939,1939-10-01
"152",1940,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6954049591,1939,1939-10-01
"153",1940,11,921,"Lake Mead","Mead",42,"Total Release","cfs",358060,1939,1939-11-01
"154",1940,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7102016529,1939,1939-11-01
"155",1940,12,921,"Lake Mead","Mead",42,"Total Release","cfs",354810,1939,1939-12-01
"156",1940,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7037553721,1939,1939-12-01
"157",1941,1,921,"Lake Mead","Mead",42,"Total Release","cfs",299080,1941,1941-01-01
"158",1941,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5932165289,1941,1941-01-01
"159",1941,2,921,"Lake Mead","Mead",42,"Total Release","cfs",253520,1941,1941-02-01
"160",1941,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.502849587,1941,1941-02-01
"161",1941,3,921,"Lake Mead","Mead",42,"Total Release","cfs",279730,1941,1941-03-01
"162",1941,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5548363637,1941,1941-03-01
"163",1941,4,921,"Lake Mead","Mead",42,"Total Release","cfs",261540,1941,1941-04-01
"164",1941,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.518757025,1941,1941-04-01
"165",1941,5,921,"Lake Mead","Mead",42,"Total Release","cfs",722190,1941,1941-05-01
"166",1941,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.432442975,1941,1941-05-01
"167",1941,6,921,"Lake Mead","Mead",42,"Total Release","cfs",912700,1941,1941-06-01
"168",1941,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.8103140498,1941,1941-06-01
"169",1941,7,921,"Lake Mead","Mead",42,"Total Release","cfs",481000,1941,1941-07-01
"170",1941,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9540495864,1941,1941-07-01
"171",1941,8,921,"Lake Mead","Mead",42,"Total Release","cfs",717700,1941,1941-08-01
"172",1941,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.4235371903,1941,1941-08-01
"173",1941,9,921,"Lake Mead","Mead",42,"Total Release","cfs",793000,1941,1941-09-01
"174",1941,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.5728925621,1941,1941-09-01
"175",1941,10,921,"Lake Mead","Mead",42,"Total Release","cfs",401760,1940,1940-10-01
"176",1941,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7968793388,1940,1940-10-01
"177",1941,11,921,"Lake Mead","Mead",42,"Total Release","cfs",389800,1940,1940-11-01
"178",1941,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7731570248,1940,1940-11-01
"179",1941,12,921,"Lake Mead","Mead",42,"Total Release","cfs",403020,1940,1940-12-01
"180",1941,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7993785125,1940,1940-12-01
"181",1942,1,921,"Lake Mead","Mead",42,"Total Release","cfs",1014100,1942,1942-01-01
"182",1942,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.011438017,1942,1942-01-01
"183",1942,2,921,"Lake Mead","Mead",42,"Total Release","cfs",782900,1942,1942-02-01
"184",1942,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.5528595046,1942,1942-02-01
"185",1942,3,921,"Lake Mead","Mead",42,"Total Release","cfs",717990,1942,1942-03-01
"186",1942,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.424112397,1942,1942-03-01
"187",1942,4,921,"Lake Mead","Mead",42,"Total Release","cfs",656140,1942,1942-04-01
"188",1942,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.3014347109,1942,1942-04-01
"189",1942,5,921,"Lake Mead","Mead",42,"Total Release","cfs",677800,1942,1942-05-01
"190",1942,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.3443966942,1942,1942-05-01
"191",1942,6,921,"Lake Mead","Mead",42,"Total Release","cfs",785704,1942,1942-06-01
"192",1942,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.5584211571,1942,1942-06-01
"193",1942,7,921,"Lake Mead","Mead",42,"Total Release","cfs",648429,1942,1942-07-01
"194",1942,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2861401654,1942,1942-07-01
"195",1942,8,921,"Lake Mead","Mead",42,"Total Release","cfs",428285,1942,1942-08-01
"196",1942,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8494909094,1942,1942-08-01
"197",1942,9,921,"Lake Mead","Mead",42,"Total Release","cfs",527188,1942,1942-09-01
"198",1942,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.045662149,1942,1942-09-01
"199",1942,10,921,"Lake Mead","Mead",42,"Total Release","cfs",826700,1941,1941-10-01
"200",1942,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.6397355375,1941,1941-10-01
"201",1942,11,921,"Lake Mead","Mead",42,"Total Release","cfs",917700,1941,1941-11-01
"202",1942,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.8202314051,1941,1941-11-01
"203",1942,12,921,"Lake Mead","Mead",42,"Total Release","cfs",1041100,1941,1941-12-01
"204",1942,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.0649917354,1941,1941-12-01
"205",1943,1,921,"Lake Mead","Mead",42,"Total Release","cfs",560153,1943,1943-01-01
"206",1943,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1110472728,1943,1943-01-01
"207",1943,2,921,"Lake Mead","Mead",42,"Total Release","cfs",417783,1943,1943-02-01
"208",1943,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.828660496,1943,1943-02-01
"209",1943,3,921,"Lake Mead","Mead",42,"Total Release","cfs",493314,1943,1943-03-01
"210",1943,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9784740501,1943,1943-03-01
"211",1943,4,921,"Lake Mead","Mead",42,"Total Release","cfs",463647,1943,1943-04-01
"212",1943,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9196304132,1943,1943-04-01
"213",1943,5,921,"Lake Mead","Mead",42,"Total Release","cfs",515522,1943,1943-05-01
"214",1943,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0225229757,1943,1943-05-01
"215",1943,6,921,"Lake Mead","Mead",42,"Total Release","cfs",525340,1943,1943-06-01
"216",1943,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0419966943,1943,1943-06-01
"217",1943,7,921,"Lake Mead","Mead",42,"Total Release","cfs",560469,1943,1943-07-01
"218",1943,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1116740497,1943,1943-07-01
"219",1943,8,921,"Lake Mead","Mead",42,"Total Release","cfs",523174,1943,1943-08-01
"220",1943,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0377004959,1943,1943-08-01
"221",1943,9,921,"Lake Mead","Mead",42,"Total Release","cfs",525307,1943,1943-09-01
"222",1943,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0419312399,1943,1943-09-01
"223",1943,10,921,"Lake Mead","Mead",42,"Total Release","cfs",587437,1942,1942-10-01
"224",1943,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1651642976,1942,1942-10-01
"225",1943,11,921,"Lake Mead","Mead",42,"Total Release","cfs",555407,1942,1942-11-01
"226",1943,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1016337192,1942,1942-11-01
"227",1943,12,921,"Lake Mead","Mead",42,"Total Release","cfs",581236,1942,1942-12-01
"228",1943,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1528647935,1942,1942-12-01
"229",1944,1,921,"Lake Mead","Mead",42,"Total Release","cfs",655476,1944,1944-01-01
"230",1944,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.3001176862,1944,1944-01-01
"231",1944,2,921,"Lake Mead","Mead",42,"Total Release","cfs",638388,1944,1944-02-01
"232",1944,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2662241323,1944,1944-02-01
"233",1944,3,921,"Lake Mead","Mead",42,"Total Release","cfs",658494,1944,1944-03-01
"234",1944,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.3061038017,1944,1944-03-01
"235",1944,4,921,"Lake Mead","Mead",42,"Total Release","cfs",591435,1944,1944-04-01
"236",1944,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1730942151,1944,1944-04-01
"237",1944,5,921,"Lake Mead","Mead",42,"Total Release","cfs",614445,1944,1944-05-01
"238",1944,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2187338845,1944,1944-05-01
"239",1944,6,921,"Lake Mead","Mead",42,"Total Release","cfs",561545,1944,1944-06-01
"240",1944,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1138082646,1944,1944-06-01
"241",1944,7,921,"Lake Mead","Mead",42,"Total Release","cfs",564597,1944,1944-07-01
"242",1944,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1198618182,1944,1944-07-01
"243",1944,8,921,"Lake Mead","Mead",42,"Total Release","cfs",608959,1944,1944-08-01
"244",1944,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2078525623,1944,1944-08-01
"245",1944,9,921,"Lake Mead","Mead",42,"Total Release","cfs",567393,1944,1944-09-01
"246",1944,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1254076033,1944,1944-09-01
"247",1944,10,921,"Lake Mead","Mead",42,"Total Release","cfs",594290,1943,1943-10-01
"248",1944,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.178757025,1943,1943-10-01
"249",1944,11,921,"Lake Mead","Mead",42,"Total Release","cfs",592976,1943,1943-11-01
"250",1944,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1761507441,1943,1943-11-01
"251",1944,12,921,"Lake Mead","Mead",42,"Total Release","cfs",640530,1943,1943-12-01
"252",1944,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2704727273,1943,1943-12-01
"253",1945,1,921,"Lake Mead","Mead",42,"Total Release","cfs",625262,1945,1945-01-01
"254",1945,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.240189091,1945,1945-01-01
"255",1945,2,921,"Lake Mead","Mead",42,"Total Release","cfs",552362,1945,1945-02-01
"256",1945,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0955940497,1945,1945-02-01
"257",1945,3,921,"Lake Mead","Mead",42,"Total Release","cfs",630907,1945,1945-03-01
"258",1945,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2513857852,1945,1945-03-01
"259",1945,4,921,"Lake Mead","Mead",42,"Total Release","cfs",524489,1945,1945-04-01
"260",1945,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0403087606,1945,1945-04-01
"261",1945,5,921,"Lake Mead","Mead",42,"Total Release","cfs",533943,1945,1945-05-01
"262",1945,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0590604963,1945,1945-05-01
"263",1945,6,921,"Lake Mead","Mead",42,"Total Release","cfs",510822,1945,1945-06-01
"264",1945,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0132006614,1945,1945-06-01
"265",1945,7,921,"Lake Mead","Mead",42,"Total Release","cfs",436562,1945,1945-07-01
"266",1945,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8659080993,1945,1945-07-01
"267",1945,8,921,"Lake Mead","Mead",42,"Total Release","cfs",442543,1945,1945-08-01
"268",1945,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.87777124016,1945,1945-08-01
"269",1945,9,921,"Lake Mead","Mead",42,"Total Release","cfs",437018,1945,1945-09-01
"270",1945,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8668125619,1945,1945-09-01
"271",1945,10,921,"Lake Mead","Mead",42,"Total Release","cfs",612938,1944,1944-10-01
"272",1945,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2157447938,1944,1944-10-01
"273",1945,11,921,"Lake Mead","Mead",42,"Total Release","cfs",594923,1944,1944-11-01
"274",1945,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1800125622,1944,1944-11-01
"275",1945,12,921,"Lake Mead","Mead",42,"Total Release","cfs",605160,1944,1944-12-01
